id,cond,block,trial,real_weight,virtual_weight,rt_ms,tracked_path,target_x,target_y,target_z,gc_distance_last_target,camera_x,camera_y,camera_z,distance_camera_target
1,HC-HV,1,48,HC,HV,1099.861,2.232141,-0.09359145,0.7016413,4.234865,1.99303,0.1042827,1.568661,-0.6697994,4.984637
1,HC-HV,1,49,HC,HV,1488.075,2.464489,0.406164,2.637969,4.205183,1.994601,0.1142096,1.586619,-0.6821103,5.007615
1,HC-HV,1,50,HC,HV,1332.649,2.316599,2.108593,1.632867,3.902679,1.980983,0.1513358,1.58065,-0.6779926,4.98158
1,HC-HV,1,51,HC,HV,1788.109,2.422578,3.738751,1.942295,2.786061,1.992119,0.1685818,1.586884,-0.6954075,4.999305
1,HC-HV,1,52,HC,HV,1743.69,2.39522,2.323236,3.135765,3.542331,1.990824,0.1506504,1.60195,-0.6946697,5.002489
1,HC-HV,1,53,HC,HV,1643.829,2.11088,2.214175,1.160785,3.838237,1.978579,0.1490717,1.566695,-0.6711973,4.976385
1,HC-HV,1,54,HC,HV,1188.08,1.866949,2.512768,3.101628,3.458805,1.970209,0.1432254,1.608654,-0.696924,5.011366
1,HC-HV,1,55,HC,HV,1999.313,2.499059,2.307683,1.139227,3.785794,1.97688,0.1473508,1.572817,-0.6805298,4.980269
1,HC-HV,1,56,HC,HV,2321.19,2.221702,3.793723,1.948826,2.719851,1.983081,0.1771274,1.585096,-0.697183,4.988806
1,HC-HV,1,57,HC,HV,1266.174,2.005476,2.396341,0.9425032,3.737021,1.969309,0.1383365,1.56643,-0.6788378,4.998768
1,HC-HV,1,58,HC,HV,1521.317,2.020957,1.884225,2.874032,3.820279,1.975577,0.1351026,1.604379,-0.6919409,5.003157
1,HC-HV,1,59,HC,HV,1254.99,2.185884,0.7961115,1.252329,4.251654,1.978773,0.1172018,1.575615,-0.6784128,4.987083
1,HC-HV,1,60,HC,HV,2310.204,2.64242,-0.1218631,3.022865,4.101578,1.99391,0.1155331,1.598693,-0.685798,5.00036
1,HC-HV,1,61,HC,HV,1488.312,2.27021,1.138487,1.473529,4.206839,1.986381,0.1331474,1.576384,-0.678584,4.988852
1,HC-HV,1,62,HC,HV,1343.88,2.485836,-0.3174611,2.842975,4.137296,1.984014,0.1104109,1.596137,-0.6894466,5.003511
1,HC-HV,1,63,HC,HV,1665.604,2.36855,0.3405931,0.9586157,4.264399,2.000427,0.1109723,1.579686,-0.6658653,4.974531
1,HC-HV,1,64,HC,HV,1399.666,2.476191,-0.7606701,2.623878,4.14557,2.009826,0.1050525,1.586414,-0.6668464,4.998515
1,HC-HV,1,65,HC,HV,2054.466,2.312551,-0.3069927,0.6779598,4.232636,2.005539,0.1073886,1.57981,-0.676194,5.008159
1,HC-HV,1,66,HC,HV,1710.388,2.237379,-2.127884,0.1803667,3.57176,1.98983,0.07920623,1.577158,-0.6719164,4.983078
1,HC-HV,1,67,HC,HV,1010.941,1.770707,-2.309513,2.169132,3.680507,2.00612,0.08136147,1.585783,-0.6897751,5.01557
1,HC-HV,1,68,HC,HV,1510.208,2.078065,-3.60406,2.978759,2.388745,1.985364,0.06923264,1.600954,-0.7068537,4.997415
1,HC-HV,1,69,HC,HV,1854.492,1.93604,-2.939877,1.313918,3.275968,1.990495,0.07337332,1.584042,-0.6811107,4.981075
1,HC-HV,1,70,HC,HV,1500.198,1.743174,-2.328913,3.214931,3.38942,1.991717,0.08441252,1.605037,-0.700058,5.013953
1,HC-HV,1,71,HC,HV,1409.439,2.078401,-3.806468,2.358737,2.348382,1.981553,0.06176025,1.597371,-0.7184331,4.99482
1,HC-HV,1,72,HC,HV,1322.037,1.269409,-3.868653,0.3728786,2.119254,1.998657,0.03946048,1.575023,-0.7067875,4.970414
1,HC-HV,1,73,HC,HV,1788.132,2.040804,-3.325985,2.108223,2.952375,1.999955,0.05347723,1.58556,-0.6901728,4.996208
1,HC-HV,1,74,HC,HV,3319.29,2.01164,-3.731369,0.2625636,2.297237,2.011121,0.04162246,1.574912,-0.6752455,4.979295
1,HC-HV,1,75,HC,HV,1266.174,1.433348,-3.805344,2.255709,2.44523,1.999775,0.0538767,1.590571,-0.6912121,5.017296
1,HC-HV,1,76,HC,HV,1678.513,1.847882,-2.778427,0.7988693,3.352458,1.981239,0.0624004,1.566165,-0.6718324,4.985374
1,HC-HV,1,77,HC,HV,2520.981,2.124036,-1.93807,2.557171,3.802095,1.978326,0.08893687,1.593892,-0.653001,4.988441
1,HC-HV,1,78,HC,HV,1910.263,2.231507,-0.1545254,1.826228,4.335661,1.997503,0.1062095,1.588027,-0.649294,4.997449
1,HC-HV,1,79,HC,HV,1442.429,2.175997,1.654739,2.607285,3.994323,1.986452,0.130136,1.592454,-0.6644418,5.005835
1,HC-HV,1,80,HC,HV,1698.929,2.314298,0.3316962,1.141262,4.311078,1.995873,0.1164932,1.581158,-0.6347675,4.970031
1,HC-PV,0,1,HC,PV,1335.205,3.675703,-1.545431E-07,3.535534,3.535534,0,0.06823242,1.60051,-0.580093,4.548336
1,HC-PV,0,2,HC,PV,1188.965,2.17495,-1.068139,2.01324,4.271537,2.046793,0.0585869,1.592875,-0.5563208,4.975382
1,HC-PV,0,3,HC,PV,1321.289,2.234018,0.9240147,1.860496,4.360936,1.999116,0.07476991,1.585699,-0.573493,5.014511
1,HC-PV,0,4,HC,PV,1332.642,2.1402,2.032021,3.373541,3.66594,1.982983,0.09021336,1.597488,-0.5962656,5.00913
1,HC-PV,0,5,HC,PV,1432.861,2.365014,3.666276,2.729036,2.709998,1.989052,0.1250401,1.595432,-0.5925522,4.973152
1,HC-PV,0,6,HC,PV,1577.087,1.797107,3.262073,0.8397315,3.226864,2.002462,0.1200993,1.581333,-0.5766567,4.988862
1,HC-PV,0,7,HC,PV,1365.967,1.761387,3.093515,2.832547,3.243456,1.999907,0.1118438,1.593154,-0.5952226,5.016165
1,HC-PV,0,8,HC,PV,1199.402,1.948232,2.179499,1.195589,3.939835,1.988845,0.08756781,1.585994,-0.5821431,4.997687
1,HC-PV,0,9,HC,PV,1699.463,2.019037,3.011779,2.882638,3.260734,1.99873,0.08596438,1.587034,-0.6120063,5.023654
1,HC-PV,0,10,HC,PV,1821.289,2.280149,2.463636,1.022515,3.750103,1.994908,0.08068353,1.575544,-0.5984466,4.989407
1,HC-PV,2,11,HC,PV,1832.764,2.235894,3.787506,2.10669,2.714762,1.988521,0.1063148,1.585267,-0.61136,4.988601
1,HC-PV,2,12,HC,PV,2065.43,2.711796,2.297879,1.457822,3.880944,1.9905,0.0894627,1.580209,-0.5885464,4.986825
1,HC-PV,2,13,HC,PV,2276.794,2.157109,1.564133,3.318264,3.86168,2.001054,0.09474659,1.602682,-0.577026,4.980404
1,HC-PV,2,14,HC,PV,1155.273,2.032937,1.091373,1.429661,4.319585,2.000248,0.08698052,1.587153,-0.5712146,4.995351
1,HC-PV,2,15,HC,PV,1687.866,2.545838,2.398638,2.806722,3.691284,2.001191,0.09825402,1.591439,-0.5794618,5.000794
1,HC-PV,2,16,HC,PV,1399.536,2.220199,0.8355961,1.7553,4.363156,2.000063,0.08752328,1.584295,-0.5753149,4.997735
1,HC-PV,2,17,HC,PV,1332.642,2.245466,2.695982,1.997895,3.670257,2.003229,0.1008188,1.583503,-0.5747102,4.992629
1,HC-PV,2,18,HC,PV,1343.75,2.157976,2.292932,0.03908598,3.64541,2.006501,0.1003603,1.571337,-0.5589157,4.983123
1,HC-PV,2,19,HC,PV,1310.913,2.075426,1.576484,1.818375,4.211832,2.008512,0.09171993,1.57867,-0.5799538,5.022269
1,HC-PV,2,20,HC,PV,965.9424,2.133699,3.301947,2.041242,3.225368,1.985823,0.1136307,1.580679,-0.589716,4.993229
1,HC-PV,2,21,HC,PV,1410.645,1.81907,3.006639,0.06338835,3.195562,2.011661,0.1087427,1.576222,-0.5767882,4.991703
1,HC-PV,2,22,HC,PV,1443.726,2.588768,4.342839,0.9645796,2.011323,1.998308,0.120052,1.575992,-0.5927215,4.998681
1,HC-PV,2,23,HC,PV,1499.512,2.617054,2.958589,0.732971,3.436177,2.001608,0.1136553,1.572319,-0.5808853,4.99349
1,HC-PV,2,24,HC,PV,1376.831,2.427301,1.132662,0.3585845,4.161315,1.985052,0.08796167,1.568122,-0.5571934,4.981837
1,HC-PV,2,25,HC,PV,1221.741,2.360996,2.958136,0.3284611,3.344774,2.008045,0.1022508,1.566715,-0.5531133,4.988274
1,HC-PV,2,26,HC,PV,1688.721,1.875644,3.467928,2.244441,3.081842,1.998088,0.1112137,1.580164,-0.5672007,5.00243
1,HC-PV,2,27,HC,PV,1465.271,1.814711,4.136536,0.5677694,2.220601,2.006725,0.121968,1.572563,-0.5640152,4.988031
1,HC-PV,2,28,HC,PV,1232.971,2.225161,2.690211,0.5478628,3.601812,2.005773,0.1091396,1.568682,-0.5649601,5.006595
1,HC-PV,2,29,HC,PV,1310.547,2.404947,0.8144227,0.1688598,4.182994,1.975013,0.07353032,1.564193,-0.5511998,4.990839
1,HC-PV,2,30,HC,PV,1111.45,2.138881,0.1093778,2.024434,4.427444,2.001533,0.06817484,1.576946,-0.5526339,5.000311
1,HC-PV,2,31,HC,PV,1131.775,2.097271,-0.085145,0.04639781,4.204877,2.011398,0.06677169,1.569143,-0.5350482,4.980835
1,HC-PV,2,32,HC,PV,1188.477,2.207651,0.4607001,1.95674,4.434317,2.014394,0.0675109,1.57118,-0.544142,5.008822
1,HC-PV,2,33,HC,PV,1255.005,2.091767,2.302029,1.365861,3.924054,1.985631,0.09161955,1.569309,-0.5557836,4.999625
1,HC-PV,2,34,HC,PV,1332.764,2.19919,3.883063,1.415713,2.70019,1.98497,0.1158167,1.573973,-0.5725794,4.992816
1,HC-PV,2,35,HC,PV,1266.052,2.16832,2.30255,1.219002,3.909852,2.002088,0.1029732,1.571976,-0.5696865,5.002899
1,HC-PV,2,36,HC,PV,1588.318,2.035037,3.295379,2.751205,3.093368,1.998512,0.1030548,1.586575,-0.5763122,5.001385
1,HC-PV,2,37,HC,PV,1077.332,1.765811,4.326618,1.361794,2.090332,2.004385,0.1235234,1.578395,-0.569697,4.978823
1,HC-PV,2,38,HC,PV,1788.208,2.427332,3.032191,0.5088719,3.354048,1.990085,0.1085623,1.570476,-0.5429261,4.986082
1,HC-PV,2,39,HC,PV,1421.326,2.348849,1.246723,0.666963,4.241241,1.987338,0.0797103,1.566386,-0.5356895,4.998994
1,HC-PV,2,40,HC,PV,1343.872,2.3688,-0.7270257,0.9664419,4.362192,1.988193,0.05309802,1.573664,-0.5234301,4.984638
1,HC-PV,2,41,HC,PV,1488.281,2.24212,1.233545,1.360343,4.330541,2.000979,0.06654948,1.57374,-0.53645,5.009493
1,HC-PV,2,42,HC,PV,1399.475,2.157979,-0.747815,1.091273,4.373137,2.004181,0.05899072,1.573791,-0.5367689,4.999093
1,HC-PV,2,43,HC,PV,1465.82,2.198318,1.224133,1.42131,4.323189,1.998781,0.07188857,1.574267,-0.5481801,5.008123
1,HC-PV,2,44,HC,PV,1432.556,2.154635,0.3068705,3.192529,4.176861,1.982865,0.06322604,1.60007,-0.5607287,5.004003
1,HC-PV,2,45,HC,PV,1332.947,2.094224,-1.25001,1.93933,4.251788,1.994422,0.04557276,1.590739,-0.5551493,4.990661
1,HC-PV,2,46,HC,PV,1821.289,2.145153,0.7039065,1.539416,4.401055,1.998209,0.05959147,1.58375,-0.5726706,5.015481
1,HC-PV,2,47,HC,PV,1621.643,2.19359,2.12454,2.81742,3.810712,1.981805,0.08951139,1.593078,-0.5804924,4.992298
1,HC-PV,2,48,HC,PV,1999.146,2.283858,3.720194,2.139507,2.813555,1.999513,0.113762,1.586072,-0.5757045,4.979932
1,HC-PV,2,49,HC,PV,1321.533,2.243508,2.149246,1.749495,3.988296,1.989685,0.09070319,1.584619,-0.5583397,4.993663
1,HC-PV,2,50,HC,PV,1599.487,2.451463,0.6347256,0.4779271,4.287202,1.991779,0.06686586,1.575997,-0.5345756,4.977726
1,HC-PV,2,51,HC,PV,1377.258,2.605654,1.389333,2.329166,4.228178,2.002386,0.07371902,1.585085,-0.5563248,5.017565
1,HC-PV,2,52,HC,PV,1054.932,2.061732,-0.3431631,1.34865,4.420653,1.987619,0.05009413,1.581338,-0.5564427,4.998027
1,HC-PV,2,53,HC,PV,1288.147,2.185393,1.617446,1.669807,4.190722,1.993763,0.07052815,1.580917,-0.5601058,4.997122
1,HC-PV,2,54,HC,PV,1449.158,2.216484,3.346351,1.872918,3.206022,1.987869,0.1009967,1.58649,-0.5645354,4.983119
1,HC-PV,2,55,HC,PV,1738.403,1.820363,4.015843,0.251828,2.244852,1.998329,0.1159282,1.576208,-0.5777507,4.993035
1,HC-PV,2,56,HC,PV,1876.953,1.426051,4.214819,2.241551,2.207283,2.003939,0.1048137,1.584388,-0.5944238,5.017326
1,HC-PV,2,57,HC,PV,1044.128,1.755235,3.356556,0.6660095,3.091055,1.997746,0.09679717,1.578078,-0.5850564,4.997169
1,HC-PV,2,58,HC,PV,1821.289,2.037088,2.559121,2.400215,3.688239,2.000505,0.07814693,1.584224,-0.5929034,5.014903
1,HC-PV,2,59,HC,PV,1032.898,1.967301,2.064146,0.4699187,3.858404,2.005876,0.07140219,1.579887,-0.5739902,4.984895
1,HC-PV,2,60,HC,PV,1299.377,2.138235,2.390253,2.441227,3.77124,2.007807,0.0700559,1.585281,-0.5901051,5.01371
1,HC-PV,2,61,HC,PV,1199.524,1.933072,1.6496,0.6046672,4.051386,2.005037,0.06571043,1.580238,-0.5717002,4.983309
1,HC-PV,2,62,HC,PV,1355.042,2.260873,-0.2912711,0.1471043,4.205192,1.985226,0.03093844,1.575778,-0.5460585,4.971851
1,HC-PV,2,63,HC,PV,1498.962,2.360857,1.688294,0.08031783,3.927952,1.999016,0.0535745,1.574083,-0.5426506,4.988981
1,HC-PV,2,64,HC,PV,1344.116,1.948205,2.336047,1.972098,3.888139,2.002588,0.06928158,1.583004,-0.5478764,4.996785
1,HC-PV,2,65,HC,PV,1488.342,2.187794,0.6320887,2.96371,4.224638,1.997836,0.05715287,1.595124,-0.5536255,5.003537
1,HC-PV,2,66,HC,PV,1154.602,2.015784,1.341744,1.094054,4.252491,2.005656,0.06506842,1.590745,-0.5573376,5.001105
1,HC-PV,2,67,HC,PV,1388.428,2.192872,3.061268,1.717569,3.4435,1.99451,0.08925229,1.589534,-0.5589342,4.986858
1,HC-PV,2,68,HC,PV,1632.568,2.273342,1.573806,2.920849,4.026227,2.008302,0.0822674,1.594831,-0.5663334,5.007457
1,HC-PV,2,69,HC,PV,1255.188,1.995942,1.430731,0.9338037,4.202806,2.006206,0.0766238,1.589272,-0.5627868,4.997411
1,HC-PV,2,70,HC,PV,1442.139,2.248381,0.11096,2.427615,4.366311,1.998179,0.0542472,1.590956,-0.5597954,4.996973
1,HC-PV,2,71,HC,PV,1800.659,2.469851,-0.4482818,0.5086918,4.295734,2.00615,0.04024374,1.585801,-0.5578562,4.995614
1,HC-PV,2,72,HC,PV,1199.646,2.481369,0.5947199,2.213511,4.371499,2.006871,0.04741794,1.588813,-0.5664511,5.007308
1,HC-PV,2,73,HC,PV,1265.93,2.079052,0.5173072,0.2207798,4.219747,2.007953,0.05452317,1.581342,-0.5566131,4.987876
1,HC-PV,2,74,HC,PV,1144.287,2.523553,0.7271922,2.204888,4.358538,2.01163,0.06076294,1.586273,-0.5494598,4.991518
1,HC-PV,2,75,HC,PV,1243.713,2.219731,-1.045798,3.090193,4.088832,1.981045,0.03251457,1.600504,-0.5628773,5.002032
1,HC-PV,2,76,HC,PV,1399.292,2.436719,-0.490299,1.193115,4.392998,2.000874,0.04154605,1.590467,-0.5628084,5.000077
1,HC-PV,2,77,HC,PV,1066.528,2.114604,-1.979404,2.445374,3.929951,1.999776,0.02658027,1.59351,-0.567139,4.997346
1,HC-PV,2,78,HC,PV,1199.158,2.09781,-0.1934271,1.694882,4.42699,1.99519,0.04455417,1.588375,-0.5595177,4.993319
1,HC-PV,2,79,HC,PV,1179.077,2.071376,1.698404,2.261445,4.110788,1.995932,0.06370986,1.586813,-0.5657903,4.999774
1,HC-PV,2,80,HC,PV,1819.702,2.260579,3.237596,1.286459,3.285993,1.985819,0.1064494,1.584704,-0.5634487,4.971039
1,PC-PV,0,1,PC,PV,254106.7,106.3358,-1.545431E-07,3.535534,3.535534,0,0.05654728,1.609537,-0.5650325,4.530707
1,PC-PV,0,2,PC,PV,899.7803,2.25087,1.08294,2.042697,4.309277,2.035751,0.07909638,1.59797,-0.5566056,4.988215
1,PC-PV,0,3,PC,PV,1399.414,2.411945,-0.1867404,0.4974152,4.313519,1.991673,0.06155723,1.577862,-0.5471548,4.985496
1,PC-PV,0,4,PC,PV,1032.837,2.126475,-0.5491938,2.464174,4.335614,2.002442,0.05962139,1.589548,-0.5597465,5.010008
1,PC-PV,0,5,PC,PV,1199.463,2.252662,0.9846731,1.180721,4.3369,1.995936,0.07654697,1.583085,-0.5536672,4.990414
1,PC-PV,0,6,PC,PV,1366.089,2.335443,0.784763,3.160716,4.137763,2.002922,0.08132857,1.594802,-0.5609248,5.002457
1,PC-PV,0,7,PC,PV,1532.471,2.366084,-1.209698,3.201123,3.994619,1.985681,0.05300844,1.599547,-0.5618275,4.992062
1,PC-PV,0,8,PC,PV,1111.694,1.950956,-1.799371,1.291601,4.072162,2.004251,0.0396874,1.5905,-0.5568627,4.989925
1,PC-PV,0,9,PC,PV,1220.703,1.892713,-2.824411,2.84702,3.344175,1.997789,0.01675379,1.596473,-0.564634,4.99148
1,PC-PV,0,10,PC,PV,1244.019,2.341096,-0.9926662,2.957505,4.139477,1.994227,0.03711551,1.594418,-0.5590785,4.999488
1,PC-PV,3,11,PC,PV,1432.373,2.2776,0.9926121,2.727735,4.21613,1.974079,0.07856375,1.592762,-0.5516816,4.985547
1,PC-PV,3,12,PC,PV,1099.731,2.009805,2.066262,1.053677,4.004462,2.004079,0.0981462,1.585202,-0.5416691,4.982299
1,PC-PV,3,13,PC,PV,1188.232,2.243015,0.9236127,2.673821,4.268062,2.008364,0.09039766,1.588583,-0.5607435,5.018899
1,PC-PV,3,14,PC,PV,2065.918,2.377414,2.772776,2.315094,3.595821,1.998153,0.09945947,1.585311,-0.5671152,5.000924
1,PC-PV,3,15,PC,PV,1288.086,2.181593,1.032401,1.67407,4.344274,2.001347,0.08959448,1.58391,-0.5538117,4.988813
1,PC-PV,3,16,PC,PV,1788.208,2.23086,-0.2201369,3.222351,4.159953,1.998331,0.07359326,1.59348,-0.5557362,4.997722
1,PC-PV,3,17,PC,PV,1299.683,2.175725,1.627076,2.456832,4.117733,1.997298,0.08807445,1.588648,-0.5649891,5.005013
1,PC-PV,3,18,PC,PV,1132.813,2.035955,0.9121807,0.594816,4.265451,2.008137,0.08643889,1.583471,-0.5569866,4.991512
1,PC-PV,3,19,PC,PV,1477.173,2.173211,0.06103772,2.40131,4.375608,2.013348,0.08267373,1.583919,-0.5564433,4.999373
1,PC-PV,3,20,PC,PV,1387.939,2.239491,1.972018,2.773173,3.917488,2.009579,0.08496898,1.585726,-0.5607997,5.002603
1,PC-PV,3,21,PC,PV,1454.956,2.196332,3.50729,1.804697,3.07785,1.983751,0.1317773,1.584477,-0.5579281,4.966031
1,PC-PV,3,22,PC,PV,1477.051,2.363145,1.900241,1.199326,4.102994,2.00551,0.1181044,1.580447,-0.5540355,5.000919
1,PC-PV,3,23,PC,PV,1244.019,2.042125,2.082598,3.161825,3.763372,1.996879,0.1078253,1.59458,-0.5639048,5.008124
1,PC-PV,3,24,PC,PV,1321.533,1.893293,2.765081,1.284708,3.66019,2.008687,0.1075521,1.590014,-0.5592668,4.995947
1,PC-PV,3,25,PC,PV,1832.52,2.487086,4.166167,1.849342,2.349409,1.991259,0.1309037,1.590358,-0.5722085,4.988614
1,PC-PV,3,26,PC,PV,1721.436,2.555233,2.698514,1.89576,3.70729,2.006412,0.1224927,1.588945,-0.5678028,5.000644
1,PC-PV,3,27,PC,PV,1088.379,2.030513,1.941313,0.04854906,3.827544,1.997834,0.1052095,1.578571,-0.5556138,4.992426
1,PC-PV,3,28,PC,PV,1688.232,2.516014,3.462889,1.138726,3.123044,2.019194,0.1091439,1.578401,-0.5429858,4.988055
1,PC-PV,3,29,PC,PV,1143.921,2.12234,1.809037,0.4688584,4.026399,2.011755,0.1039974,1.576503,-0.5468601,5.004871
1,PC-PV,3,30,PC,PV,1277.222,2.23694,2.397056,2.369817,3.824929,2.005869,0.105145,1.582869,-0.548667,5.000048
1,PC-PV,3,31,PC,PV,1232.788,2.217701,0.5592064,3.060292,4.20644,1.97763,0.07268685,1.599835,-0.5559535,5.005001
1,PC-PV,3,32,PC,PV,1399.17,2.17838,-1.064655,1.89686,4.303906,2.000909,0.06126148,1.593248,-0.5469953,4.989099
